Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
542,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,20.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,671,it ITA,MF,it Serie A,20-057,2005,1,1,1,0.0,0.0,0,,0,1,1,12,3.00,0,0,0,0.00,0.00,0.2,0.1,+0.1,+9.23,542,it ITA,MF,it Serie A,20-057,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35.0,1989,26,26,2309,25.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,543,nl NED,GK,es La Liga,35-336,1989,25.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,543,nl NED,GK,es La Liga,35-336,1989,25.7,671,988,67.9,17593,13078,0,0.0,0.0,0.0,0,14,0,0,0,543,nl NED,GK,es La Liga,35-336,1989,25.7,988,713,272,93,0,0,0,0,0,0,0,0,671,3,0,543,nl NED,GK,es La Liga,35-336,1989,25.7,1,0.04,1,0,0,0,0,0,0,0.00,543,nl NED,GK,es La Liga,35-336,1989,25.7,1,0,1,0,0,4,25.0,3,0,0,0,0,1,11,2,543,nl NED,GK,es La Liga,35-336,1989,25.7,1064,853,1051,13,0,0,1064,0,0,,0,,599,3068,2031,0,0,0,4,0,503,0,672,nl NED,GK,es La Liga,35-336,1989,26,2309,89,91.6,25.7,26,89,25,0,,0,0.96,31,42,-11,-0.43,+1.28,25.0,47.7,-22.7,-0.89,543,nl NED,GK,es La Liga,35-336,1989,25.7,1,0,0,0,4,0,0,0,0,0,0,0,20,2,2,50.0,23,nl NED,GK,es La Liga,35-336,1989,26,26,2309,25.7,42,1.64,127,84,70.1,6,7,13,3,11.5,8,4,3,1,23,nl NED,GK,es La Liga,35-336,1989,25.7,42,4,0,4,2,44.2,0.31,+4.2,+0.16,120,404,29.7,806,141,39.6,34.4,412,12,2.9,20,0.78,14.6
544,Alessandro Circati,au AUS,DF,Parma,it Serie A,21.0,2003,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,544,au AUS,DF,it Serie A,21-165,2003,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,544,au AUS,DF,it Serie A,21-165,2003,4.0,149,170,87.6,2853,696,0,0.0,0.0,0.0,0,3,0,0,5,544,au AUS,DF,it Serie A,21-165,2003,4.0,170,148,22,12,0,0,0,0,0,0,0,0,149,0,0,544,au AUS,DF,it Serie A,21-165,2003,4.0,1,0.25,1,0,0,0,0,0,0,0.00,544,au AUS,DF,it Serie A,21-165,2003,4.0,4,2,3,1,0,1,100.0,0,5,4,1,2,6,29,1,544,au AUS,DF,it Serie A,21-165,2003,4.0,219,57,135,83,1,0,219,0,0,,0,,98,406,210,1,0,0,3,2,125,0,674,au AUS,DF,it Serie A,21-165,2003,4,360,90,13.8,4.0,4,90,4,0,,1,1.00,6,7,-1,-0.25,+0.27,6.0,7.3,-1.3,-0.33,544,au AUS,DF,it Serie A,21-165,2003,4.0,1,0,0,3,2,0,0,2,2,0,0,0,5,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,31.0,1994,24,16,1401,15.6,2,1,3,2,0,0,7,0,1.6,1.6,0.9,2.5,11,93,10,0.19,0.16,545,sn SEN,MF,es La Liga,31-008,1994,15.6,2,18,4,22.2,1.16,0.26,0.11,0.50,15.3,0,0,0,1.6,1.6,0.10,+0.4,+0.4,545,sn SEN,MF,es La Liga,31-008,1994,15.6,671,792,84.7,11695,3586,1,0.9,0.5,+0.1,14,81,5,0,93,545,sn SEN,MF,es La Liga,31-008,1994,15.6,792,772,14,11,5,5,3,3,0,0,0,0,671,6,12,545,sn SEN,MF,es La Liga,31-008,1994,15.6,32,2.06,26,0,2,2,0,2,2,0.13,545,sn SEN,MF,es La Liga,31-008,1994,15.6,39,20,19,19,1,38,52.6,18,23,5,18,24,63,44,2,545,sn SEN,MF,es La Liga,31-008,1994,15.6,985,61,272,598,123,13,985,20,12,60.0,7,35.0,499,1979,980,11,19,1,12,16,603,10,675,sn SEN,MF,es La Liga,31-008,1994,24,1401,58,55.6,15.6,16,75,5,8,25,3,1.33,15,20,-5,-0.32,-0.72,18.1,18.3,-0.2,-0.01,545,sn SEN,MF,es La Liga,31-008,1994,15.6,7,0,0,35,19,0,3,24,20,0,1,0,112,36,19,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"546,Alphadjo Cissè,it ITA,""FW,MF"",Hellas Verona,it Serie A,18.0,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.46,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,0,2,2,100.0,20.00,20.00,0.00,0.00,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,6,8,75.0,90,18,0,0.0,0.0,0.0,0,1,0,0,1,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,1,10.00,1,0,0,0,0,0,0,0.00,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,11,0,1,6,4,0,11,0,0,,0,,6,15,3,0,0,0,0,0,10,0,676,it ITA,""FW,MF"",it Serie A,18-153,2006,2,9,5,0.3,0.1,0,,0,2,5,26,0.00,0,0,0,0.00,+1.00,0.0,0.2,-0.1,-1.23,546,it ITA,""FW,MF"",it Serie A,18-153,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
547,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,21.0,2004,6,6,486,5.4,1,0,1,1,0,0,3,0,0.3,0.3,0.2,0.5,6,43,5,0.19,0.09,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,1,9,4,44.4,1.67,0.74,0.11,0.25,28.9,0,0,0,0.3,0.3,0.03,+0.7,+0.7,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,208,241,86.3,4200,1359,0,0.2,0.3,-0.2,6,22,7,0,43,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,241,234,6,5,1,4,3,0,0,0,0,0,208,1,6,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,16,2.96,13,0,1,1,1,0,0,0.00,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,19,13,9,5,5,17,58.8,7,15,3,12,8,27,5,0,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,308,11,71,163,86,2,308,12,7,58.3,4,33.3,172,1261,614,6,13,0,5,7,200,5,678,fr FRA,MF,fr Ligue 1,21-052,2004,6,486,81,20.8,5.4,6,81,3,0,,6,2.00,6,1,+5,+0.93,+1.27,8.5,5.5,+3.0,+0.56,547,fr FRA,MF,fr Ligue 1,21-052,2004,5.4,3,0,0,14,10,0,3,8,13,0,0,0,40,3,9,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,24.0,2001,25,23,1810,20.1,2,0,2,2,0,0,3,0,1.3,1.3,0.3,1.6,20,75,32,0.10,0.08,548,gn GUI,MF,es La Liga,24-042,2001,20.1,2,12,2,16.7,0.60,0.10,0.17,1.00,22.6,0,0,0,1.3,1.3,0.11,+0.7,+0.7,548,gn GUI,MF,es La Liga,24-042,2001,20.1,698,832,83.9,11673,2357,0,0.3,0.5,-0.3,9,58,11,0,75,548,gn GUI,MF,es La Liga,24-042,2001,20.1,832,807,21,9,2,10,7,5,2,1,0,0,698,4,11,548,gn GUI,MF,es La Liga,24-042,2001,20.1,29,1.44,22,1,1,1,4,0,3,0.15,548,gn GUI,MF,es La Liga,24-042,2001,20.1,37,24,16,15,6,32,43.8,18,22,1,21,11,48,35,1,548,gn GUI,MF,es La Liga,24-042,2001,20.1,1023,35,217,656,164,14,1023,40,27,67.5,8,20.0,570,2796,1340,20,24,1,27,20,654,32,679,gn GUI,MF,es La Liga,24-042,2001,25,1810,72,71.8,20.1,23,76,7,2,32,2,1.04,19,29,-10,-0.50,+0.39,16.6,32.7,-16.1,-0.80,548,gn GUI,MF,es La Liga,24-042,2001,20.1,3,0,0,31,20,1,7,11,24,1,1,0,125,22,29,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,20.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,1,2,50.0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,3,0,0,2,1,0,3,0,0,,0,,2,3,0,0,0,0,1,0,2,0,680,fr FRA,MF,fr Ligue 1,20-101,2004,1,1,1,0.0,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,+0.08,0.4,0.1,+0.3,+26.77,549,fr FRA,MF,fr Ligue 1,20-101,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"550,Patrick Ciurria,it ITA,""MF,DF"",Monza,it Serie A,30.0,1995,12,9,771,8.6,1,1,2,1,0,0,1,0,0.7,0.7,1.7,2.4,14,16,34,0.23,0.28,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,1,7,2,28.6,0.82,0.23,0.14,0.50,16.9,0,0,0,0.7,0.7,0.11,+0.3,+0.3,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,194,281,69.0,3298,884,1,1.7,0.9,-0.7,7,13,1,1,16,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,281,231,47,15,1,2,39,16,15,4,7,0,194,3,9,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,16,1.87,12,3,0,1,0,0,2,0.23,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,14,7,7,4,3,7,28.6,5,11,2,9,5,19,16,0,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,363,18,70,158,138,14,363,10,4,40.0,6,60.0,199,911,413,14,7,1,15,10,216,34,681,it ITA,""MF,DF"",it Serie A,30-043,1995,12,771,64,29.5,8.6,9,79,5,3,20,8,0.42,4,15,-11,-1.28,-0.60,6.1,13.4,-7.3,-0.85,550,it ITA,""MF,DF"",it Serie A,30-043,1995,8.6,1,0,0,10,7,0,39,5,7,0,0,0,24,4,14,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
551,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,24.0,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.03,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,0,1,1,100.0,0.24,0.24,0.00,0.00,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,190,236,80.5,3442,1226,0,0.0,0.1,0.0,1,21,1,0,14,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,236,211,25,2,1,0,5,23,0,0,0,0,190,0,4,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.00,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,5,3,3,2,0,6,50.0,3,5,4,1,4,9,14,3,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2,682,eng ENG,DF,eng Premier League,24-022,2001,7,379,54,14.5,4.2,4,85,3,3,14,5,0.43,4,9,-5,-1.19,-0.02,4.3,9.1,-4.8,-1.13,551,eng ENG,DF,eng Premier League,24-022,2001,4.2,3,1,1,5,1,0,5,4,3,0,1,0,17,10,4,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"552,Jack Clarke,eng ENG,""FW,MF"",Ipswich Town,eng Premier League,24.0,2000,24,8,871,9.7,0,4,4,0,0,0,2,0,0.9,0.9,1.8,2.8,25,28,46,0.41,0.29,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,0,13,2,15.4,1.34,0.21,0.00,0.00,18.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,234,303,77.2,3843,916,4,1.8,0.9,+2.2,19,21,5,0,28,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,303,286,16,2,1,2,13,6,6,5,0,0,234,1,16,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,34,3.52,28,2,2,0,0,2,4,0.41,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,27,16,10,9,8,30,50.0,15,5,0,5,5,32,13,1,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,409,9,87,167,166,27,409,32,19,59.4,9,28.1,239,1682,826,25,14,9,18,14,259,46,683,eng ENG,""FW,MF"",eng Premier League,24-121,2000,24,871,36,33.4,9.7,8,73,1,16,18,2,0.58,11,25,-14,-1.45,-0.41,9.3,21.5,-12.2,-1.26,552,eng ENG,""FW,MF"",eng Premier League,24-121,2000,9.7,2,0,0,14,17,3,13,5,16,0,0,0,55,4,13,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"553,Alexis Claude-Maurice,fr FRA,""MF,FW"",Augsburg,de Bundesliga,26.0,1998,20,17,1494,16.6,9,1,10,9,0,0,3,0,3.3,3.3,0.9,4.2,46,38,71,0.60,0.25,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,9,36,16,44.4,2.17,0.96,0.25,0.56,20.5,1,0,0,3.3,3.3,0.09,+5.7,+5.7,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,357,441,81.0,5503,1008,1,0.9,1.5,+0.1,13,23,16,4,38,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,441,428,13,3,2,2,16,1,0,0,0,0,357,0,16,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,46,2.77,30,1,6,3,6,0,4,0.24,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,30,21,7,11,12,24,50.0,12,11,0,11,11,41,5,0,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,678,8,72,324,300,46,678,66,33,50.0,27,40.9,420,2919,1379,46,37,6,58,32,479,71,684,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,20,1494,75,63.8,16.6,17,81,6,3,37,3,1.65,18,11,+7,+0.42,+1.80,14.7,17.8,-3.1,-0.19,553,fr FRA,""MF,FW"",de Bundesliga,26-291,1998,16.6,3,0,0,21,28,2,16,11,21,1,0,0,50,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"554,Jonathan Clauss,fr FRA,""DF,MF"",Nice,fr Ligue 1,32.0,1992,20,19,1589,17.7,3,4,7,3,0,0,5,0,1.9,1.9,5.0,6.9,33,62,99,0.40,0.39,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,3,19,8,42.1,1.08,0.45,0.16,0.38,17.8,4,0,0,1.9,1.9,0.10,+1.1,+1.1,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,659,915,72.0,10741,4338,4,5.0,4.1,-1.0,33,43,24,8,62,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,915,703,210,31,3,2,114,113,66,24,29,0,659,2,26,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,60,3.40,33,24,0,2,0,1,9,0.51,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,44,33,24,15,5,43,58.1,18,18,2,16,38,82,56,1,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,1124,61,291,433,413,44,1124,17,9,52.9,8,47.1,441,2071,1163,33,16,8,26,4,578,99,685,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,20,1589,79,67.9,17.7,19,81,11,1,45,0,1.70,33,18,+15,+0.85,+0.37,29.6,18.0,+11.6,+0.66,554,fr FRA,""DF,MF"",fr Ligue 1,32-180,1992,17.7,5,0,0,19,4,1,114,38,33,0,0,0,79,13,8,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
555,Silvi Clúa,es ESP,MF,Girona,es La Liga,20.0,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,3,3,0.00,0.04,555,es ESP,MF,es La Liga,20-054,2005,1.8,0,2,1,50.0,1.10,0.55,0.00,0.00,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0,555,es ESP,MF,es La Liga,20-054,2005,1.8,75,95,78.9,1302,271,0,0.0,0.0,0.0,1,3,0,0,3,555,es ESP,MF,es La Liga,20-054,2005,1.8,95,91,2,2,0,0,0,0,0,0,0,0,75,2,2,555,es ESP,MF,es La Liga,20-054,2005,1.8,2,1.10,1,0,0,0,0,1,0,0.00,555,es ESP,MF,es La Liga,20-054,2005,1.8,8,7,4,3,1,6,66.7,2,1,0,1,2,10,6,0,555,es ESP,MF,es La Liga,20-054,2005,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3,686,es ESP,MF,es La Liga,20-054,2005,4,163,41,6.5,1.8,2,68,0,2,14,7,2.25,3,3,0,0.00,+0.19,2.3,0.8,+1.5,+0.83,555,es ESP,MF,es La Liga,20-054,2005,1.8,0,0,0,5,0,0,0,2,7,0,0,0,4,6,3,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"556,Nathaniel Clyne,eng ENG,""DF,MF"",Crystal Palace,eng Premier League,33.0,1991,11,4,397,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,6,7,0.00,0.03,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,0,1,0,0.0,0.23,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.01,0.0,0.0,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,117,159,73.6,2184,878,0,0.1,0.1,-0.1,2,10,1,1,6,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,159,144,14,0,1,1,5,12,0,0,0,0,117,1,7,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,2,0.45,2,0,0,0,0,0,0,0.00,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,11,7,7,3,1,7,71.4,2,4,2,2,3,14,12,1,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,201,16,77,91,33,2,201,1,0,0.0,1,100.0,107,463,249,5,2,2,4,2,122,7,687,eng ENG,""DF,MF"",eng Premier League,33-353,1991,11,397,36,15.8,4.4,4,74,1,7,15,17,1.45,4,9,-5,-1.13,-1.47,6.8,9.0,-2.2,-0.50,556,eng ENG,""DF,MF"",eng Premier League,33-353,1991,4.4,1,0,0,2,2,0,5,3,7,0,0,0,5,1,7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
557,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,32.0,1993,13,10,904,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,24,0,0.00,0.01,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,524,580,90.3,9147,3576,0,0.1,0.5,-0.1,1,27,2,0,24,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,580,562,15,10,1,2,0,1,0,0,0,0,524,3,4,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,4,0.40,4,0,0,0,0,0,0,0.00,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,11,8,5,5,1,3,66.7,1,19,14,5,8,19,42,1,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,667,114,348,307,12,3,667,1,1,100.0,0,0.0,442,1813,968,1,2,1,4,2,490,0,688,eng ENG,DF,eng Premier League,32-027,1993,13,904,70,34.6,10.0,10,88,7,3,7,13,0.62,8,27,-19,-1.89,-0.78,8.1,19.7,-11.6,-1.15,557,eng ENG,DF,eng Premier League,32-027,1993,10.0,1,0,0,4,2,1,0,8,8,0,1,0,31,11,12,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
